song_id|song_name|theme|suggested_cu_id|subject|lesson_topic|relevance|teacher_rationale
151|Sweet Kentucky Babe|Bedtime & Lullaby, Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This folk song from a different cultural tradition provides a rich context for collaborative conversation. Children can discuss the song's origin, meaning, and how it compares to songs they know. Use during circle time to build cross-cultural awareness and language skills.
151|Sweet Kentucky Babe|Bedtime & Lullaby, Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Folk songs naturally build cultural awareness as children learn music from diverse traditions. Discuss the culture or region the song comes from, helping children recognize and respect different perspectives and traditions from around the world.
124|Hush Little Baby|Bedtime & Lullaby, Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
124|Hush Little Baby|Bedtime & Lullaby, Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
124|Hush Little Baby|Bedtime & Lullaby, Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
128|Rock a Bye Baby / Sleep Baby Sleep|Bedtime & Lullaby, Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
128|Rock a Bye Baby / Sleep Baby Sleep|Bedtime & Lullaby, Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
128|Rock a Bye Baby / Sleep Baby Sleep|Bedtime & Lullaby, Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
146|Bye O Baby Bye|Bedtime & Lullaby, Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|primary|"This goodbye/lullaby song is perfect for signaling the end of an activity. The gentle melody and repetition of ""bye"" creates a predictable transition cue. Use to mark the end of play time or the transition from a parent-dropoff to the school day, especially for children who find transitions challenging."
146|Bye O Baby Bye|Bedtime & Lullaby, Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|secondary|Saying goodbye can bring up mixed emotions. This song provides a safe way to acknowledge and name those feelings - sad to say goodbye, excited for what comes next. Discuss with children how they feel during transitions and validate all emotions.
150|Bye Baby Bye|Bedtime & Lullaby, Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|primary|"This goodbye/lullaby song is perfect for signaling the end of an activity. The gentle melody and repetition of ""bye"" creates a predictable transition cue. Use to mark the end of play time or the transition from a parent-dropoff to the school day, especially for children who find transitions challenging."
150|Bye Baby Bye|Bedtime & Lullaby, Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|secondary|Saying goodbye can bring up mixed emotions. This song provides a safe way to acknowledge and name those feelings - sad to say goodbye, excited for what comes next. Discuss with children how they feel during transitions and validate all emotions.
226|Sleep small baby sleep|Bedtime & Lullaby, Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
226|Sleep small baby sleep|Bedtime & Lullaby, Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
226|Sleep small baby sleep|Bedtime & Lullaby, Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
254|Hush Little Baby|Bedtime & Lullaby, Family|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
254|Hush Little Baby|Bedtime & Lullaby, Family|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
254|Hush Little Baby|Bedtime & Lullaby, Family|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
399|Here is my baby ready for her nap|Bedtime & Lullaby, Family, Routines & Social Skills|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gentle family song about babies and caregivers evokes feelings of love, comfort, and security. Children can identify and name these warm emotions as they sing. Use during morning meeting or after lunch to create a calm, connected classroom atmosphere.
399|Here is my baby ready for her nap|Bedtime & Lullaby, Family, Routines & Social Skills|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|The soothing quality of this song makes it ideal as a transition signal between active and quiet activities. The family/caregiving theme reinforces feelings of safety and belonging during classroom transitions. Sing softly to signal clean-up time or preparation for the next activity.
399|Here is my baby ready for her nap|Bedtime & Lullaby, Family, Routines & Social Skills|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The calm, predictable nature of this lullaby-style song creates a focused atmosphere that supports independent work. After singing, children can transition into quiet individual activities, using the song as a settling cue for focused work time.
399|Here is my baby ready for her nap|Bedtime & Lullaby, Family, Routines & Social Skills|210|Classroom Routine|Following 2-3 step verbal directions (Gr 1-2)|primary|This song combines family themes with daily routine actions, providing natural practice in following sequential directions. Children learn the steps of a routine through song. Use during morning arrival or clean-up time to reinforce classroom procedures in a musical way.
399|Here is my baby ready for her nap|Bedtime & Lullaby, Family, Routines & Social Skills|213|Classroom Routine|Clean-up and end-of-day routine (Gr 1-2)|secondary|The routine-oriented content of this family song can be adapted as part of the end-of-day clean-up sequence. Sing while children complete familiar closing tasks, building independence and routine-following skills in a positive, predictable way.
218|Yo te amo|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
218|Yo te amo|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
218|Yo te amo|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
218|Yo te amo|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
221|Babushka Baio|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
221|Babushka Baio|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
221|Babushka Baio|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
221|Babushka Baio|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
227|Ho Ho Watanay|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
227|Ho Ho Watanay|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
227|Ho Ho Watanay|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
227|Ho Ho Watanay|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
251|Ho Ho Watanay|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
251|Ho Ho Watanay|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
251|Ho Ho Watanay|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
251|Ho Ho Watanay|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
379|Hoosen Johnny|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
379|Hoosen Johnny|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
379|Hoosen Johnny|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
379|Hoosen Johnny|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
417|Un jour dans sa cabane|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
417|Un jour dans sa cabane|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
417|Un jour dans sa cabane|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
417|Un jour dans sa cabane|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
431|Michaud|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
431|Michaud|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
431|Michaud|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
431|Michaud|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
454|La Bastringue|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
454|La Bastringue|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
454|La Bastringue|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
454|La Bastringue|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
481|Mon petit lapin a bien du chagrin|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
481|Mon petit lapin a bien du chagrin|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
481|Mon petit lapin a bien du chagrin|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
481|Mon petit lapin a bien du chagrin|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
483|Un jour dans sa cabane|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
483|Un jour dans sa cabane|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
483|Un jour dans sa cabane|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
483|Un jour dans sa cabane|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
525|Les petits lapins|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
525|Les petits lapins|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
525|Les petits lapins|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
525|Les petits lapins|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
527|Meunier tu dors|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
527|Meunier tu dors|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
527|Meunier tu dors|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
527|Meunier tu dors|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
532|Les étoiles filent dans le ciel|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
532|Les étoiles filent dans le ciel|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
532|Les étoiles filent dans le ciel|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
532|Les étoiles filent dans le ciel|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
534|Un éléphant|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
534|Un éléphant|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
534|Un éléphant|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
534|Un éléphant|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
544|Un p'tit pouce qui marche|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
544|Un p'tit pouce qui marche|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
544|Un p'tit pouce qui marche|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
544|Un p'tit pouce qui marche|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
545|Un jour dans sa cabane-|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
545|Un jour dans sa cabane-|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
545|Un jour dans sa cabane-|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
545|Un jour dans sa cabane-|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
546|Frotte les deux mains|Cultural & Folk|223|Language & Vocabulary|Participate in collaborative conversations (Gr 1)|primary|This French folk song introduces children to a second language through music, building cross-cultural awareness and early language skills. The repetitive lyrics and melody make it accessible for young learners. Use during multicultural units or French language exposure activities - sing along with hand motions to support comprehension.
546|Frotte les deux mains|Cultural & Folk|224|Language & Vocabulary|Ask and answer questions about key details (Gr 1)|secondary|"Teachers can ask questions about the French vocabulary in the song (e.g., ""What animal is this? What color is mentioned?""), building comprehension through question-and-answer routines. Use picture cards to support understanding of the French lyrics."
546|Frotte les deux mains|Cultural & Folk|228|Language & Vocabulary|Produce complete sentences when appropriate (Gr 1)|secondary|"After learning the song, children can practice producing complete sentences about the song content in either French or English. Teachers can model simple sentences like ""The song is about a rabbit"" and encourage children to respond in full sentences."
546|Frotte les deux mains|Cultural & Folk|261|SEL|Recognizing and respecting others' perspectives (Gr 1-2)|secondary|Learning a song from French Canadian culture builds respect for diversity and different cultural traditions. Discuss how children in French-speaking communities sing the same songs, helping children recognize and appreciate different perspectives and cultural practices.
